District,School Site,Co/Dist Code,Site Code,Enrollment,Certified Staff,Grades  (Low-High),Telephone,Mailing Address,City,State,Zip,County,Principal,Principal Email,latitude,longitude
SILO,SILO MS,07-I001,515,170,25,06-08,(580) 924-7000,122 West Bourne St,Durant,OK,74701,BRYAN,Mike Lawless,m.lawless@siloisd.org,33.998743,-96.410564
SILO,SILO HS,07-I001,705,229,26,09-12,(580) 924-7000,122 West Bourne St,Durant,OK,74701,BRYAN,Jeremy Atwood,j.atwood@siloisd.org,33.998743,-96.410564
SKIATOOK,MARRS ES,72-I007,110,498,37,PK-01,(918) 396-2295,355 South Osage St,Skiatook,OK,74070,TULSA,Kristine Thompson,kthompson@skiatookschools.org,36.36378,-96.001057
SKIATOOK,SKIATOOK INTERMEDIATE ES,72-I007,120,539,46,03-05,(918) 396-5745,355 South Osage St,Skiatook,OK,74070,TULSA,Tim Buck,tbuck@skiatookschools.org,36.36378,-96.001057
SKIATOOK,SKIATOOK ES,72-I007,125,198,21,02-02,(918) 396-5737,355 South Osage St,Skiatook,OK,74070,TULSA,Tim Buck,tbuck@skiatookschools.org,36.36378,-96.001057
SKIATOOK,NEWMAN MS,72-I007,505,552,54,06-08,(918) 396-2307,355 South Osage St,Skiatook,OK,74070,TULSA,Steven Cantrell,scantrell@skiatookschools.org,36.36378,-96.001057
SKIATOOK,SKIATOOK HS,72-I007,705,750,80,09-12,(918) 396-1790,355 South Osage St,Skiatook,OK,74070,TULSA,William Parker,wparker@skiatookschools.org,36.36378,-96.001057
SOUTH ROCK CREEK,SOUTH ROCK CREEK PUBLIC SCHOOL,63-C032,105,403,30,PK-08,(405) 273-6072,17800 South Rock Creek Road,Shawnee,OK,74801,POTTAWATOMIE,Ryan Rosser,rrosser@src.k12.ok.us,35.298194,-96.91882
SPERRY,SPERRY ES,72-I008,105,590,46,PK-05,(918) 288-7213,400 West Main St,Sperry,OK,74073,TULSA,Richard Akin,rakin@sperry.k12.ok.us,35.655606,-97.48882
SPERRY,SPERRY MS,72-I008,505,257,34,06-08,(918) 288-7213,400 West Main St,Sperry,OK,74073,TULSA,Mike Juby,mj@sperry.k12.ok.us,35.655606,-97.48882
SPERRY,SPERRY HS,72-I008,705,350,40,09-12,(918) 288-7213,400 West Main St,Sperry,OK,74073,TULSA,Mike Haney,mhaney@sperry.k12.ok.us,35.655606,-97.48882
SPIRO,SPIRO ES,40-I002,110,581,41,PK-05,(918) 962-2413,600 West Broadway St,Spiro,OK,74959,LE FLORE,Larry Greenwood,lgreenwood@spiro.k12.ok.us,35.014609,-97.344105
SPIRO,SPIRO MS,40-I002,505,237,30,06-08,(918) 962-2488,600 West Broadway St,Spiro,OK,74959,LE FLORE,Nick Carter,ncarter@spiro.k12.ok.us,35.014609,-97.344105
SPIRO,SPIRO HS,40-I002,705,302,38,09-12,(918) 962-2493,600 West Broadway St,Spiro,OK,74959,LE FLORE,Tracy Saling,tsaling@spiro.k12.ok.us,35.014609,-97.344105
SPRINGER,SPRINGER ES,10-I021,105,166,22,PK-08,(580) 653-2471,16624 Us Hwy 77,Springer,OK,73458,CARTER,Brandi Price,bprice@springer.k12.ok.us,35.640053,-97.534682
SPRINGER,SPRINGER HS,10-I021,705,50,16,09-12,(580) 653-2471,16624 Us Hwy 77,Springer,OK,73458,CARTER,Russell Noland,rnoland@springer.k12.ok.us,35.640053,-97.534682
STIDHAM,STIDHAM PUBLIC SCHOOL,49-C016,105,104,9,PK-08,(918) 689-5241,113074 S 4110,Eufaula,OK,74432,MCINTOSH,Danny Williams,sup@stidham.k12.ok.us,35.305317,-95.593767
STIGLER,STIGLER ES,31-I020,105,623,47,PK-04,(918) 967-8835,309 Northwest 'e' St,Stigler,OK,74462,HASKELL,Lana Mayhall,lmayhall@stigler.k12.ok.us,35.47957,-97.506776
STIGLER,STIGLER MS,31-I020,505,382,38,05-08,(918) 967-2521,309 Northwest 'e' St,Stigler,OK,74462,HASKELL,Tony Gilmore,tgilmore@stigler.k12.ok.us,35.47957,-97.506776
STIGLER,STIGLER HS,31-I020,705,392,45,09-12,(918) 967-8834,309 Northwest 'e' St,Stigler,OK,74462,HASKELL,David Morgan,dmorgan@stigler.12k.ok.us,35.47957,-97.506776
STILLWATER,HIGHLAND PARK ES,60-I016,105,619,49,PK-05,(405) 533-6350,400 South Drury,Stillwater,OK,74074,PAYNE,Kurt Baze,kbaze@stillwaterschools.com,36.102049,-97.050676
STILLWATER,SANGRE RIDGE ES,60-I016,115,635,49,PK-05,(405) 533-6360,2500 South Sangre Road,Stillwater,OK,74074,PAYNE,Ryan Blake,rblake@stillwaterschools.com,36.094675,-97.105957
STILLWATER,SKYLINE ES,60-I016,120,511,42,PK-05,(405) 533-6390,1402 East Sunrise,Stillwater,OK,74075,PAYNE,Andrea Rains,arains@stillwaterschools.com,36.131508,-97.05022
STILLWATER,WESTWOOD ES,60-I016,125,572,40,PK-05,(405) 533-6370,502 Kings Highway,Stillwater,OK,74074,PAYNE,Darren Nelson,dnelson@stillwaterschools.com,36.116559,-97.081659
STILLWATER,WILL ROGERS ES,60-I016,130,540,45,PK-05,(405) 533-6380,1211 North Washington,Stillwater,OK,74075,PAYNE,Susan Popplewell,spopplewell@stillwaterschools.com,36.174839,-97.070664
STILLWATER,RICHMOND ES,60-I016,135,447,33,PK-05,(405) 533-6400,201 West Richmond Road,Stillwater,OK,74075,PAYNE,Kendra Rider,krider@stillwaterschools.com,36.126517,-97.060815
STILLWATER,STILLWATER MS,60-I016,505,896,65,06-07,(405) 533-6430,2200 South Sangre Road,Stillwater,OK,74074,PAYNE,Cathy Walker,cewalker@stillwaterschools.com,36.096829,-97.106064
STILLWATER,STILLWATER JHS,60-I016,610,825,65,08-09,(405) 533-6420,1900 North Skyline St,Stillwater,OK,74075,PAYNE,John Fields,jfields@stillwaterschools.com,36.140662,-97.038008
STILLWATER,STILLWATER HS,60-I016,705,1142,84,10-12,(405) 533-6450,1224 North Husband,Stillwater,OK,74075,PAYNE,Uwe Gordon,ugordon@stillwaterschools.com,36.131508,-97.05022
STILWELL,STILWELL ES,01-I025,105,411,44,PK-04,(918) 696-7656,10 South Sixth St,Stilwell,OK,74960,ADAIR,Mark Lea,mlea@stilwellk12.org,35.433995,-97.511962
STILWELL,STILWELL MS,01-I025,505,257,31,05-08,(918) 696-2685,12 North Seventh St,Stilwell,OK,74960,ADAIR,Dale Girdner,dgirdner@stilwellk12.org,35.538889,-97.511515
STILWELL,STILWELL HS,01-I025,705,660,59,09-12,(918) 696-7276,1801 West Locust St,Stilwell,OK,74960,ADAIR,Ramona Ketcher,rketcher@stilwellk12.org,35.814809,-94.63192
STONEWALL,STONEWALL ES,62-I030,105,228,22,PK-04,(580) 265-4243,600 South Highschool,Stonewall,OK,74871,PONTOTOC,Larry Rayburn,rayburn@stonewall.k12.ok.us,35.472867,-97.493048
STONEWALL,MCLISH MS,62-I030,515,133,16,05-08,(580) 777-2221,600 South Highschool,Stonewall,OK,74871,PONTOTOC,Jack Wofford,jwofford@stonewall.k12.ok.us,35.472867,-97.493048
STONEWALL,STONEWALL HS,62-I030,705,118,16,09-12,(580) 265-4242,600 South Highschool,Stonewall,OK,74871,PONTOTOC,Tamara Newberry,tnewberry@stonewall.k12.ok.us,35.472867,-97.493048
STRAIGHT,STRAIGHT PUBLIC SCHOOL,70-C080,105,41,7,PK-06,(580) 652-2232,"Rural Route 1, Box 89",Guymon,OK,73942,TEXAS,Steve Baird,steve.baird@straight.k12.ok.us,35.46454,-97.565142
STROTHER,STROTHER ES,67-I014,105,306,28,PK-08,(405) 382-4014,36085 Ew 1140,Seminole,OK,74868,SEMINOLE,Connie Dotson,c.dotson@strother.k12.ok.us,35.479882,-97.505577
STROTHER,STROTHER HS,67-I014,705,127,16,09-12,(405) 382-4014,36085 Ew 1140,Seminole,OK,74868,SEMINOLE,Connie Dotson,c.dotson@strother.k12.ok.us,35.479882,-97.505577
STROUD,PARKVIEW ES,41-I054,110,415,30,PK-05,(918) 968-4711,212 West 7th St,Stroud,OK,74079,LINCOLN,Brenda Gooch,bgooch@stroud.k12.ok.us,35.648811,-97.485778
STROUD,STROUD MS,41-I054,505,177,27,06-08,(918) 968-2200,212 West 7th St,Stroud,OK,74079,LINCOLN,Betty Wages,bwages@stroud.k12.ok.us,35.648811,-97.485778
STROUD,STROUD HS,41-I054,705,238,31,09-12,(918) 968-2542,212 West 7th St,Stroud,OK,74079,LINCOLN,Scott Baade,sbaade@stroud.k12.ok.us,35.648811,-97.485778
STUART,STUART ES,32-I054,105,180,18,PK-08,(918) 546-2627,8837 Fourth St,Stuart,OK,74570,HUGHES,Tracy Blasengame,tblas@stuart.k12.ok.us,35.593801,-97.671783
STUART,STUART HS,32-I054,705,102,15,09-12,(918) 546-2474,8837 Fourth St,Stuart,OK,74570,HUGHES,Tracy Blasengame,tblas@stuart.k12.ok.us,35.593801,-97.671783
SULPHUR,SULPHUR ES,50-I001,105,507,36,PK-02,(580) 622-3326,1021 West Ninth St,Sulphur,OK,73086,MURRAY,Shannon Muck,shannon.muck@sulphurk12.org,35.479075,-97.529518
SULPHUR,SULPHUR INTERMEDIATE ES,50-I001,110,319,28,03-05,(580) 622-6161,1021 West Ninth St,Sulphur,OK,73086,MURRAY,John Mann,john.mann@sulphurk12.org,35.479075,-97.529518
SULPHUR,SULPHUR MS,50-I001,510,301,27,06-08,(580) 622-4010,1021 West Ninth St,Sulphur,OK,73086,MURRAY,Dub Grisham,dub.grisham@sulphurk12.org,35.479075,-97.529518
SULPHUR,SULPHUR HS,50-I001,705,,33,-,(580) 622-3174,1021 West Ninth St,Sulphur,OK,73086,MURRAY,Clete Cole,clete.cole@sulphurk12.org,35.479075,-97.529518
SWEETWATER,SWEETWATER ES,65-I015,105,105,20,PK-08,(580) 534-2272,11107 North Highway 30,Sweetwater,OK,73666,ROGER MILLS,Brenda Quinn,bquinn@sweetwater.k12.ok.us,35.498651,-97.333443
SWEETWATER,SWEETWATER HS,65-I015,705,33,10,09-12,(580) 534-2272,11107 North Highway 30,Sweetwater,OK,73666,ROGER MILLS,Casey Reed,creed@sweetwater.k12.ok.us,35.498651,-97.333443
TAHLEQUAH,SEQUOYAH ES,11-I035,115,221,14,PK-PK,(918) 458-4130,425 South College,Tahlequah,OK,74464,CHEROKEE,Tanya Jones,jonest@tahlequahschools.org,35.852285,-94.990604
TAHLEQUAH,CHEROKEE ES,11-I035,210,433,39,KG-05,(918) 458-4110,800 E Goingsnake,Tahlequah,OK,74464,CHEROKEE,Marissa Mccoy,mccoym@tahlequahschools.org,35.481504,-97.496708
TAHLEQUAH,GREENWOOD ES,11-I035,212,602,43,KG-05,(918) 458-4120,400 E Ross,Tahlequah,OK,74464,CHEROKEE,Susan Vanzant,vanzants@tahlequahschools.org,35.876404,-94.983267
TAHLEQUAH,HERITAGE ES,11-I035,225,546,41,KG-05,(918) 458-4180,333 Southridge Rd,Tahlequah,OK,74464,CHEROKEE,Lacie Davenport,davenportl@tahlequahschools.org,35.852285,-94.990604
TAHLEQUAH,TAHLEQUAH MS,11-I035,520,632,65,06-08,(918) 458-4140,871 Pendleton,Tahlequah,OK,74464,CHEROKEE,Jaycie Smith,smithj@tahlequahschools.org,35.636713,-97.430878
TAHLEQUAH,TAHLEQUAH HS,11-I035,705,1206,105,09-12,(918) 458-4150,591 Pendleton St,Tahlequah,OK,74464,CHEROKEE,Cory Slagle,slaglec@tahlequahschools.org,35.470788,-97.244358
TANNEHILL,TANNEHILL PUBLIC SCHOOL,61-C056,105,168,18,PK-08,(918) 423-9363,9283 Tannehill Road,Mcalester,OK,74501,PITTSBURG,John Wilcox,jwilcox@tannehill.k12.ok.us,35.47632,-97.585796
TECUMSEH,BARNARD ES,63-I092,105,318,23,01-02,(405) 598-3169,315 East Locust St,Tecumseh,OK,74873,POTTAWATOMIE,Cindy Horn,hornc@tecumseh.k12.ok.us,35.483911,-97.506643
TECUMSEH,KROUCH ES,63-I092,115,281,21,PK-KG,(405) 598-2967,723 West Park St,Tecumseh,OK,74873,POTTAWATOMIE,Tammy Giaudrone,giaudronet@tecumseh.k12.ok.us,35.399123,-97.650494
TECUMSEH,CROSS TIMBERS ES,63-I092,120,456,33,03-05,(405) 598-3771,1111 West Highland St,Tecumseh,OK,74873,POTTAWATOMIE,Teresa Ledbetter,ledbettert@tecumseh.k12.ok.us,35.478536,-97.503171
TECUMSEH,TECUMSEH MS,63-I092,505,467,54,06-08,(405) 598-3744,315 West Park St,Tecumseh,OK,74873,POTTAWATOMIE,Robert Kinsey,kinseyr@tecumseh.k12.ok.us,35.399123,-97.650494
TECUMSEH,TECUMSEH HS,63-I092,710,704,64,09-12,(405) 598-2113,901 North Thirteenth St,Tecumseh,OK,74873,POTTAWATOMIE,Danny Sterling,sterlings@tecumseh.k12.ok.us,35.476585,-97.503587
TENKILLER,TENKILLER PUBLIC SCHOOL,11-C066,105,302,29,PK-08,(918) 457-5996,26106 East 863 Road,Welling,OK,74471,CHEROKEE,Keith Fisher,kfisher@tenkiller.k12.ok.us,35.479048,-97.504034
TISHOMINGO,TISHOMINGO ES,35-I020,105,436,28,PK-04,(580) 371-2548,1300 East Main St,Tishomingo,OK,73460,JOHNSTON,Mike Lawless,mlawless@tishomingo.k12.ok.us,35.33872,-97.468512
TISHOMINGO,TISHOMINGO MS,35-I020,505,287,36,05-08,(580) 371-3602,1300 East Main St,Tishomingo,OK,73460,JOHNSTON,Charles Hook,chook@tishomingo.k12.ok.us,35.33872,-97.468512
TISHOMINGO,TISHOMINGO HS,35-I020,705,250,39,09-12,(580) 371-2322,1300 East Main St,Tishomingo,OK,73460,JOHNSTON,Jon Holmes,jholmes@tishomingo.k12.ok.us,35.33872,-97.468512
TONKAWA,TONKAWA ES,36-I087,105,368,29,PK-05,(580) 628-2592,501 North Public,Tonkawa,OK,74653,KAY,Kelly Martin,kmartin@tonkawa.k12.ok.us,35.482682,-97.504117
TONKAWA,TONKAWA MS,36-I087,505,142,26,06-08,(580) 628-2566,500 East North Ave,Tonkawa,OK,74653,KAY,Kyle Simpson,ksimpson@tonkawa.k12.ok.us,35.484282,-97.504069
TONKAWA,TONKAWA HS,36-I087,715,219,25,09-12,(580) 628-2566,500 East North Ave,Tonkawa,OK,74653,KAY,Kyle Simpson,ksimpson@tonkawa.k12.ok.us,35.484282,-97.504069
TULSA,ACADEMY CENTRAL ES,72-I001,103,276,29,PK-06,(918) 833-8760,1789 West Seminole St,Tulsa,OK,74127,TULSA,Tedria Charles,charlte@tulsaschools.org,36.208534,-96.003111
TULSA,ANDERSON ES,72-I001,111,367,33,PK-06,(918) 925-1300,1921 East 29th St North,Tulsa,OK,74110,TULSA,Tracy Thompson,thomptra@tulsaschools.org,36.175953,-95.95572
TULSA,HENRY ZARROW INTERNATIONAL SCH,72-I001,112,460,29,PK-05,(918) 746-9180,3613 South Hudson Ave,Tulsa,OK,74135,TULSA,Kelly Forbes,forbeke@tulsaschools.org,36.096036,-95.940708
TULSA,BELL ES,72-I001,118,576,48,PK-06,(918) 833-8600,6304 East Admiral Blvd,Tulsa,OK,74115,TULSA,Kelley Blakney,blaknke@tulsaschools.org,36.161093,-95.898244
TULSA,BURROUGHS ES,72-I001,135,333,34,PK-06,(918) 833-8780,"1924 North Martin Luther King, Jr. Blvd",Tulsa,OK,74106,TULSA,Tammy Britton,brittta@tulsaschools.org,36.197964,-95.991696
TULSA,CARNEGIE ES,72-I001,140,410,34,PK-05,(918) 833-9440,4309 East 56th St,Tulsa,OK,74135,TULSA,Robin Emerson,emersro@tulsaschools.org,36.102367,-95.934429
TULSA,CELIA CLINTON ES,72-I001,145,647,48,PK-06,(918) 746-9320,1740 North Harvard Ave,Tulsa,OK,74115,TULSA,Tanya Davis,davista@tulsaschools.org,36.172474,-95.943076
TULSA,CHOUTEAU ES,72-I001,155,368,33,PK-06,(918) 833-8860,4132 West Cameron St,Tulsa,OK,74127,TULSA,Elaine Buxton,buxtoel@tulsaschools.org,36.200779,-96.036806
TULSA,COLUMBUS ES,72-I001,156,380,32,PK-06,(918) 925-1460,10620 East 27th St,Tulsa,OK,74129,TULSA,Janice Thoumire,thoumja@tulsaschools.org,36.124236,-95.858091
TULSA,COOPER ES,72-I001,158,821,59,PK-06,(918) 746-9480,1808 South 123rd East Ave,Tulsa,OK,74128,TULSA,Joy Modenbach,modenjo@tulsaschools.org,36.156003,-95.841144
TULSA,DUAL LANGUAGE ACADEMY,72-I001,163,219,19,PK-04,(918) 833-8900,2010 East 48th St North,Tulsa,OK,74130,TULSA,Liliane Vannoy,vannoli@tulsaschools.org,36.098491,-95.745093
TULSA,ECDC BUNCHE,72-I001,167,707,14,PK-KG,(918) 746-9020,5402 North Cincinnati Ave,Tulsa,OK,74126,TULSA,Julie Smith,smithju@tulsaschools.org,36.222506,-95.974181
TULSA,ECDC PORTER,72-I001,168,131,13,PK-KG,(918) 746-9640,1740 West 41st St,Tulsa,OK,74107,TULSA,Stephanie Tate,tatest@tulsaschools.org,36.103876,-96.001063
TULSA,ECDC REED,72-I001,169,90,11,PK-PK,(918) 746-6930,10908 East 5th St,Tulsa,OK,74128,TULSA,Joan Paine,painejo@tulsaschools.org,36.149223,-95.8622
TULSA,EISENHOWER INTERNATIONAL ES,72-I001,170,555,35,PK-05,(918) 746-9100,3111 East 56 St,Tulsa,OK,74105,TULSA,Connie Horner,horneco@tulsaschools.org,36.114968,-95.976289
TULSA,ELIOT ES,72-I001,175,391,32,PK-05,(918) 746-8700,1442 East 36th St,Tulsa,OK,74105,TULSA,Sharon Holt,holtsh@tulsaschools.org,36.114968,-95.976289
TULSA,EMERSON ES,72-I001,180,293,29,PK-06,(918) 925-1320,909 North Boston Ave,Tulsa,OK,74106,TULSA,Tammy States,stateta@tulsaschools.org,36.197964,-95.991696
TULSA,EUGENE FIELD ES,72-I001,185,372,30,PK-05,(918) 746-8840,2249 South Phoenix Ave,Tulsa,OK,74107,TULSA,Sheila Riley,rileysh@tulsaschools.org,36.097502,-96.020904
TULSA,GILCREASE ES,72-I001,198,429,37,01-06,(918) 746-9600,"5550 North Martin Luther King, Jr. Blvd",Tulsa,OK,74126,TULSA,Tasha Johnson,johnsta@tulsaschools.org,36.222506,-95.974181
TULSA,GRIMES ES,72-I001,199,275,27,PK-06,(918) 746-8720,3213 East 56th St,Tulsa,OK,74105,TULSA,Dawn Henley,henleda@tulsaschools.org,36.114968,-95.976289
TULSA,HAWTHORNE ES,72-I001,200,325,31,PK-06,(918) 925-1340,1105 East 33rd St North,Tulsa,OK,74106,TULSA,Estella Bitson,bitsoes@tulsaschools.org,36.174566,-95.978832
TULSA,HAMILTON ES,72-I001,204,523,39,PK-06,(918) 746-9440,2316 North Norwood Place,Tulsa,OK,74115,TULSA,Tera Hering,herinte@tulsaschools.org,36.166928,-95.905001
TULSA,PATRICK HENRY ES,72-I001,205,442,35,PK-05,(918) 746-9160,3820 East 41st St,Tulsa,OK,74135,TULSA,Jene' Carpenter,carpeje@tulsaschools.org,36.103167,-95.934544
TULSA,HOOVER ES,72-I001,215,527,38,PK-06,(918) 746-9120,2327 South Darlington Ave,Tulsa,OK,74114,TULSA,Deborah Simpson,simpsde@tulsaschools.org,36.128275,-95.939756
TULSA,JACKSON ES,72-I001,230,323,30,PK-06,(918) 746-9340,2137 North Pittsburg Ave,Tulsa,OK,74115,TULSA,Elmer Thomas,thomael@tulsaschools.org,36.187247,-95.879342
TULSA,JONES ES,72-I001,245,427,30,PK-06,(918) 746-9040,1515 South 71st East Ave,Tulsa,OK,74112,TULSA,Bradley Griffin,griffbr@tulsaschools.org,36.14005,-95.889883
TULSA,KENDALL-WHITTIER ES,72-I001,251,958,71,PK-06,(918) 833-9900,2601 East 5th Place,Tulsa,OK,74104,TULSA,Ronda Kesler,keslero@tulsaschools.org,36.153176,-95.947195
TULSA,KERR ES,72-I001,252,573,45,KG-06,(918) 746-9580,202 South 117th East Ave,Tulsa,OK,74128,TULSA,Mollie Miller,millemo2@tulsaschools.org,36.149223,-95.8622
TULSA,KEY ES,72-I001,255,504,42,PK-06,(918) 833-9480,5702 South Irvington Ave,Tulsa,OK,74135,TULSA,Doug Howard,howardo@tulsaschools.org,36.096036,-95.940708
TULSA,LANIER ES,72-I001,260,334,28,PK-05,(918) 833-9380,1727 South Harvard Ave,Tulsa,OK,74112,TULSA,Robert Morris,morriro@tulsaschools.org,36.14556,-95.939935
TULSA,LEE ES,72-I001,265,398,30,PK-05,(918) 833-9400,1920 South Cincinnati Ave,Tulsa,OK,74119,TULSA,Bee Elaine Reusser,reussel@tulsaschools.org,36.133785,-95.991913
TULSA,LEWIS AND CLARK ES,72-I001,269,596,43,PK-06,(918) 746-9540,737 South Garnett Road,Tulsa,OK,74128,TULSA,Scott Griffith,griffsc@tulsaschools.org,36.147627,-95.851562
TULSA,LINDBERGH ES,72-I001,275,463,35,PK-06,(918) 833-8700,931 South 89th East Ave,Tulsa,OK,74112,TULSA,Deidre Prevett,prevede@tulsaschools.org,36.14005,-95.889883
TULSA,MACARTHUR ES,72-I001,305,398,33,PK-06,(918) 746-9140,2182 South 73rd East Ave,Tulsa,OK,74129,TULSA,Twyla Waterson,watertw@tulsaschools.org,36.123772,-95.880768
TULSA,MARSHALL ES,72-I001,310,399,35,PK-06,(918) 746-8740,1142 East 56th St,Tulsa,OK,74105,TULSA,Amy Putman,putmaam@tulsaschools.org,36.114968,-95.976289
TULSA,MAYO DEMONSTRATION ES,72-I001,315,425,33,PK-05,(918) 925-1500,1127 South Columbia,Tulsa,OK,74104,TULSA,Kenneth Joslin,kennetjo@tulsaschools.org,36.14831,-95.958738
TULSA,MCCLURE ES,72-I001,320,512,43,PK-06,(918) 746-8760,1770 East 61st St,Tulsa,OK,74136,TULSA,Katy Jimenez,jimenka@tulsaschools.org,36.073304,-95.980944
TULSA,MCKINLEY ES,72-I001,325,595,45,PK-06,(918) 833-8720,6703 East King St,Tulsa,OK,74115,TULSA,Lynnette Dixon,dixonly@tulsaschools.org,36.169305,-95.90132
TULSA,MITCHELL ES,72-I001,330,545,40,PK-06,(918) 833-8740,733 North 73rd East Ave,Tulsa,OK,74115,TULSA,Lyda Wilbur,wilbuly@tulsaschools.org,36.165543,-95.89419
TULSA,OWEN ES,72-I001,345,489,35,PK-06,(918) 746-9230,1132 North Vandalia Ave,Tulsa,OK,74115,TULSA,Erica Foshee Moore,fosheer@tulsaschools.org,36.170932,-95.926058
TULSA,PARK ES,72-I001,350,204,21,01-05,(918) 746-8860,3205 West 39th St,Tulsa,OK,74107,TULSA,Phaedra Shipley,shiplpj@tulsaschools.org,36.103876,-96.001063
TULSA,PEARY ES,72-I001,351,359,29,PK-06,(918) 925-1520,10818 East 17th St,Tulsa,OK,74128,TULSA,Tessa Cross,crosste@tulsaschools.org,36.149223,-95.8622
TULSA,PENN ES,72-I001,355,322,28,PK-06,(918) 833-8940,2138 East 48th St North,Tulsa,OK,74130,TULSA,Sherrie Jackson,jackssh@tulsaschools.org,36.095066,-95.796706
TULSA,REMINGTON ES,72-I001,378,221,22,KG-05,(918) 746-8880,2524 West 53rd St,Tulsa,OK,74107,TULSA,Cassandra Funderburk,fundeca@tulsaschools.org,36.084088,-96.021697
TULSA,ROBERTSON ES,72-I001,395,350,29,KG-05,(918) 746-8900,2721 West 50th St,Tulsa,OK,74107,TULSA,Candace Stine,stineca@tulsaschools.org,36.103876,-96.001063
TULSA,SALK ES,72-I001,402,603,46,PK-06,(918) 833-9500,7625 East 58th St,Tulsa,OK,74145,TULSA,Cynthia Watson,watsocy@tulsaschools.org,36.089345,-95.871996
TULSA,SEQUOYAH ES,72-I001,405,597,48,PK-06,(918) 746-9360,724 N Birmingham,Tulsa,OK,74110,TULSA,Raye Nero,nerora@tulsaschools.org,35.484276,-97.49971
TULSA,SKELLY ES,72-I001,410,910,69,PK-06,(918) 925-1540,2940 South 90th East Ave,Tulsa,OK,74129,TULSA,Kristy Tatum,tatumkr@tulsaschools.org,36.123772,-95.880768
TULSA,SPRINGDALE ES,72-I001,415,547,42,PK-06,(918) 746-9380,2510 East Pine St,Tulsa,OK,74110,TULSA,Rebecca Bacon,baconre@tulsaschools.org,36.175953,-95.95572
TULSA,PROJECT ACCEPT TRAICE ES,72-I001,423,123,22,KG-06,(918) 833-8960,1202 West Easton St,Tulsa,OK,74127,TULSA,Robert Wilson,wilsoro@tulsaschools.org,36.208534,-96.003111
TULSA,MARK TWAIN ES,72-I001,425,451,35,PK-06,(918) 833-8820,541 South 43rd West Ave,Tulsa,OK,74127,TULSA,Angie Teas,teasan@tulsaschools.org,36.208534,-96.003111
TULSA,WHITMAN ES,72-I001,435,437,34,PK-06,(918) 925-1380,3924 North Lansing Ave,Tulsa,OK,74106,TULSA,Jana Rodriguez,rodrija@tulsaschools.org,36.174542,-95.981639
TULSA,WRIGHT ES,72-I001,444,358,36,PK-05,(918) 746-8920,1110 East 45th Place,Tulsa,OK,74105,TULSA,Heather Newton,newtohe@tulsaschools.org,36.114968,-95.976289
TULSA,DISNEY ES,72-I001,447,812,60,KG-06,(918) 925-1480,11702 East 25th St,Tulsa,OK,74129,TULSA,Donna Gilford,gilfodo@tulsaschools.org,36.123772,-95.880768
TULSA,GRISSOM ES,72-I001,449,353,30,PK-06,(918) 833-9460,6646 South 73rd East Ave,Tulsa,OK,74133,TULSA,Brent Rowland,rowlabr2@tulsaschools.org,36.066554,-95.896095
TULSA,CARVER MS,72-I001,515,611,43,06-08,(918) 925-1420,624 East Oklahoma Place,Tulsa,OK,74106,TULSA,Melissa Woolridge,woolrme@tulsaschools.org,36.174566,-95.978832
TULSA,CLINTON MS,72-I001,530,425,45,06-08,(918) 746-8640,2224 West 41st St,Tulsa,OK,74107,TULSA,Dixie Speer,speerdi@tulsaschools.org,36.102915,-96.018425
TULSA,EDISON PREPARATORY MS,72-I001,537,954,74,06-08,(918) 746-8500,2906 East 41st St,Tulsa,OK,74105,TULSA,Derrick Schmidt,schmide@tulsaschools.org,36.114968,-95.976289
TULSA,MONROE DEMONSTRATION MS,72-I001,563,294,24,06-08,(918) 833-8900,2010 East 48th St North,Tulsa,OK,74130,TULSA,Kiana Smith,smithki5@tulsaschools.org,36.098491,-95.745093
TULSA,THOREAU DEMONSTRATION ACADEMY,72-I001,573,654,41,06-08,(918) 833-9700,7370 East 71st St,Tulsa,OK,74133,TULSA,Tom Padalino,padalto@tulsaschools.org,36.058373,-95.856225
TULSA,TRAICE MS,72-I001,574,137,53,06-08,(918) 925-1360,2740 East 41st St North,Tulsa,OK,74110,TULSA,Elizabeth Martin,martiel@tulsaschools.org,36.175953,-95.95572
TULSA,CENTRAL JHS,72-I001,658,278,34,07-08,(918) 833-8400,3101 West Edison St,Tulsa,OK,74127,TULSA,Ebony Johnson,johnseb@tulsaschools.org,36.208534,-96.003111
TULSA,EAST CENTRAL JHS,72-I001,659,740,50,07-08,(918) 746-9500,12121 East 21st St,Tulsa,OK,74129,TULSA,Joshua Regnier,regnijo@tulsaschools.org,36.123772,-95.880768
TULSA,HALE JHS,72-I001,661,719,56,07-08,(918) 746-9260,2177 South 67th East Ave,Tulsa,OK,74129,TULSA,Melissa Venable,venabme@tulsaschools.org,36.123772,-95.880768
TULSA,MCLAIN JHS,72-I001,662,376,47,07-08,(918) 833-8500,4929 North Peoria Ave,Tulsa,OK,74126,TULSA,Enna Dancy,dancten@tulsaschools.org,36.222554,-95.975132
TULSA,MEMORIAL JHS,72-I001,663,453,38,07-08,(918) 833-9520,7502 East 57th St,Tulsa,OK,74145,TULSA,Ginger Bunnell,bunnegi@tulsaschools.org,36.089345,-95.871996
