"time","latitude","longitude","depth","mag","magType","id","place","STUSPS","FIPS"
"2011-08-04T01:04:51.740Z",39.362,-122.907,12.3,3,"md","usp000j5xw","Northern California","CA","06033"
"2011-08-03T16:58:03.130Z",37.437,-114.471,13.3,3.1,"ml","usp000j5x4","Nevada","NV","32017"
"2011-08-03T06:08:37.780Z",62.111,-141.281,12.9,4.3,"mwr","usp000j5we","Central Alaska","AK","02240"
"2011-08-03T05:54:17.310Z",61.619,-152.094,125.5,3.1,"m","usp000j5wc","Southern Alaska","AK","02170"
"2011-08-02T15:47:56.490Z",58.857,-154.728,136.9,3,"m","usp000j5vg","Alaska Peninsula","AK","02164"
"2011-08-02T11:54:06.200Z",19.331,-155.12,8.5,3.5,"md","usp000j5va","Hawaii region, Hawaii","HI","15001"
"2011-08-01T01:20:07.000Z",35.522,-97.226,5,3,"ml","usp000j5td","Oklahoma","OK","40109"
"2011-07-29T10:27:31.430Z",60.088,-152.762,97,3.1,"m","usp000j5p2","Southern Alaska","AK","02122"
"2011-07-28T22:34:55.590Z",38.996,-111.456,0.2,3,"ml","usp000j5n1","Utah","UT","49041"
"2011-07-28T14:00:00.310Z",62.048,-151.303,86.5,5.2,"mwr","usp000j5m5","Central Alaska","AK","02170"
"2011-07-28T08:31:10.110Z",58.555,-137.028,2,3.2,"ml","usp000j5ku","Southeastern Alaska","AK","02105"
"2011-07-27T15:58:14.070Z",61.723,-148.969,35,3.1,"ml","usp000j5k0","Southern Alaska","AK","02170"
"2011-07-27T12:43:10.510Z",60.068,-152.789,111.8,3,"m","usp000j5jw","Southern Alaska","AK","02122"
"2011-07-27T11:13:51.400Z",61.746,-149.628,40.8,3.3,"ml","usp000j5jt","Southern Alaska","AK","02170"
"2011-07-26T17:42:13.200Z",33.481,-116.492,14.8,3.1,"ml","usp000j5hq","Southern California","CA","06065"
"2011-07-26T15:57:42.640Z",61.491,-152.183,121.4,3.2,"m","usp000j5hn","Southern Alaska","AK","02170"
"2011-07-26T03:38:26.000Z",42.05,-111.56,1.1,3.5,"mwr","usp000j5gx","southern Idaho","ID","16041"
"2011-07-25T17:41:53.500Z",38.318,-122.654,6.9,3.3,"ml","usp000j5g7","Northern California","CA","06097"
"2011-07-25T16:52:08.490Z",60.861,-150.744,54.6,3.3,"ml","usp000j5g3","Kenai Peninsula, Alaska","AK","02122"
"2011-07-24T12:19:28.590Z",47.708,-123.178,42.3,3.8,"mwr","usp000j5dw","Olympic Peninsula, Washington","WA","53031"
"2011-07-24T08:51:46.720Z",61.471,-149.898,38.9,3,"ml","usp000j5dm","Southern Alaska","AK","02170"
"2011-07-23T08:03:40.520Z",47.645,-121.727,17.1,3.4,"md","usp000j5c9","Washington","WA","53033"
"2011-07-23T07:36:40.340Z",33.87,-118.285,15.1,3.2,"ml","usp000j5c7","Greater Los Angeles area, California","CA","06037"
"2011-07-22T09:08:35.920Z",32.797,-116.149,7.9,3.9,"ml","usp000j5aj","Southern California","CA","06073"
"2011-07-22T07:05:35.000Z",39.93,-111.82,5.2,3.6,"mwr","usp000j5ac","Utah","UT","49023"
"2011-07-21T07:01:57.140Z",59.06,-136.609,1.7,3.5,"ml","usp000j58a","Southeastern Alaska","AK","02105"
"2011-07-21T06:20:11.600Z",60.031,-152.831,92.7,4.3,"mwr","usp000j588","Southern Alaska","AK","02122"
"2011-07-19T12:26:19.590Z",57.249,-153.114,50,3.3,"ml","usp000j55f","Kodiak Island region, Alaska","AK","02150"
"2011-07-19T06:42:31.250Z",43.136,-110.857,5,3.5,"mwr","usp000j552","Wyoming","WY","56023"
"2011-07-18T23:28:29.050Z",43.55,-110.431,5,3.3,"mwr","usp000j54r","Wyoming","WY","56039"
"2011-07-18T16:36:47.140Z",36.747,-121.343,8.8,3.2,"mwr","usp000j547","Central California","CA","06069"
"2011-07-18T07:21:29.790Z",51.361,179.326,22.5,3.9,"ml","usp000j53n","Rat Islands, Aleutian Islands, Alaska","AK","02016"
"2011-07-17T09:20:59.400Z",52.878,173.253,19.9,4.9,"mwc","usp000j52a","Near Islands, Aleutian Islands, Alaska","AK","02016"
"2011-07-17T06:58:00.040Z",32.424,-97.084,5,3,"mblg","usp000j527","northern Texas","TX","48139"
"2011-07-16T10:51:26.250Z",37.863,-122.25,6.4,3.3,"mwr","usp000j50w","San Francisco Bay area, California","CA","06001"
"2011-07-16T07:39:00.200Z",32.791,-115.453,14.8,3,"ml","usp000j50j","Southern California","CA","06025"
"2011-07-16T03:54:00.980Z",48.248,-121.645,7.9,3.2,"md","usp000j508","Washington","WA","53061"
"2011-07-15T12:03:11.960Z",33.755,-116.934,15.2,3.1,"ml","usp000j4yx","Southern California","CA","06065"
"2011-07-15T05:36:21.140Z",63.82,-149.134,116.9,4,"m","usp000j4y5","Central Alaska","AK","02068"
"2011-07-15T04:53:09.250Z",32.792,-115.446,13.1,3,"ml","usp000j4y1","Southern California","CA","06025"
"2011-07-14T07:52:53.610Z",39.318,-119.986,7.7,3.1,"ml","usp000j4v9","Nevada","NV","32031"
"2011-07-12T22:58:46.590Z",61.809,-148.688,13,3,"ml","usp000j4sm","Southern Alaska","AK","02170"
"2011-07-12T16:42:47.000Z",45.33,-112.56,11,3.2,"ml","usp000j4s0","western Montana","MT","30001"
"2011-07-12T12:06:07.330Z",61.333,-150.591,54.5,3.1,"ml","usp000j4rn","Southern Alaska","AK","02170"
"2011-07-11T01:58:54.040Z",32.801,-116.15,8.9,4.1,"ml","usp000j4kk","Southern California","CA","06073"
"2011-07-08T03:44:03.040Z",36.288,-112.181,2.7,3.1,"ml","usp000j4ca","Arizona","AZ","04005"
"2011-07-08T02:03:21.390Z",64.608,-147.03,14.4,3.2,"ml","usp000j4c2","Central Alaska","AK","02090"
"2011-07-08T01:36:46.790Z",66.612,-146.743,19,3.3,"ml","usp000j4c1","northern Alaska","AK","02290"
"2011-07-07T17:22:25.530Z",35.388,-117.84,5.9,3.4,"ml","usp000j4az","Southern California","CA","06029"
"2011-07-07T10:24:24.330Z",62.74,-150.244,82,3,"m","usp000j4ad","Central Alaska","AK","02170"
"2011-07-07T00:26:45.270Z",60.086,-153.023,124.9,3.1,"m","usp000j49j","Southern Alaska","AK","02122"
"2011-07-06T14:57:23.010Z",59.777,-153.331,131.9,3.3,"m","usp000j48a","Southern Alaska","AK","02122"
"2011-07-06T07:18:52.360Z",36.665,-121.292,7.1,3.8,"mwr","usp000j47u","Central California","CA","06069"
"2011-07-06T00:58:41.330Z",60.208,-153.212,154.2,3.3,"m","usp000j47a","Southern Alaska","AK","02122"
"2011-07-05T23:27:47.680Z",63.646,-149.625,117.6,3.3,"m","usp000j477","Central Alaska","AK","02068"
"2011-07-05T19:50:18.030Z",65.729,-145.51,15.2,3.2,"ml","usp000j472","northern Alaska","AK","02290"
"2011-07-05T14:59:04.000Z",37.57,-112.57,9.6,3,"ml","usp000j46n","Utah","UT","49017"
"2011-07-05T13:05:13.480Z",62.5,-151.069,86.5,4.4,"mb","usp000j46j","Central Alaska","AK","02170"
"2011-07-05T03:22:06.000Z",39.93,-111.82,6.5,3.2,"ml","usp000j45y","Utah","UT","49023"
"2011-07-05T02:30:30.200Z",38.423,-118.741,3.5,3.6,"ml","usp000j45u","Nevada","NV","32021"
"2011-07-04T03:57:58.330Z",60.238,-152.802,111.9,4.4,"mb","usp000j44b","Southern Alaska","AK","02122"
"2011-07-03T01:15:50.010Z",51.798,-176.519,70.5,3.3,"m","usp000j42w","Andreanof Islands, Aleutian Islands, Alaska","AK","02016"
"2011-07-02T11:45:06.920Z",63.121,-150.854,123.3,4.5,"mb","usp000j428","Central Alaska","AK","02068"
"2011-07-02T10:00:42.820Z",59.89,-153.411,130.4,3.3,"m","usp000j423","Southern Alaska","AK","02122"
"2011-07-02T04:02:55.180Z",59.111,-136.601,7.7,3.3,"ml","usp000j420","Southeastern Alaska","AK","02105"
"2011-07-02T03:40:39.680Z",57.574,-156.122,78.5,3.3,"m","usp000j41z","Alaska Peninsula","AK","02164"
"2011-07-01T22:08:46.940Z",60.264,-153.623,184.9,3.6,"m","usp000j41p","Southern Alaska","AK","02164"
"2011-07-01T10:12:58.920Z",63.439,-151.45,12.2,3,"ml","usp000j40u","Central Alaska","AK","02068"
"2011-06-30T22:03:24.000Z",36.459,-120.369,8,3.2,"ml","usp000j409","Central California","CA","06019"
"2011-06-29T22:06:25.160Z",63.123,-150.821,124.8,3.1,"m","usp000j3yv","Central Alaska","AK","02068"
"2011-06-29T13:24:53.480Z",38.442,-118.73,3.2,3.4,"ml","usp000j3y4","Nevada","NV","32021"
"2011-06-29T11:13:30.730Z",38.745,-122.715,1.8,3.3,"mwr","usp000j3xy","Northern California","CA","06097"
"2011-06-29T04:10:10.990Z",63.342,-145.144,4.9,3.1,"ml","usp000j3xd","Central Alaska","AK","02240"
"2011-06-28T20:02:34.750Z",59.715,-154.126,176.4,3.7,"m","usp000j3wy","Southern Alaska","AK","02164"
"2011-06-28T18:43:30.550Z",61.345,-147.077,6.9,3.2,"ml","usp000j3wu","Southern Alaska","AK","02261"
"2011-06-27T14:31:11.200Z",36.878,-121.616,5.2,3,"md","usp000j3uc","Central California","CA","06069"
"2011-06-26T08:56:30.230Z",33.172,-115.651,1.4,3.1,"ml","usp000j3se","Southern California","CA","06025"
"2011-06-26T03:03:31.620Z",59.894,-152.994,108.5,4.1,"m","usp000j3s8","Southern Alaska","AK","02122"
"2011-06-25T18:36:10.900Z",35.923,-117.74,4.5,3.3,"ml","usp000j3rv","Central California","CA","06027"
"2011-06-24T08:24:00.400Z",38.748,-122.727,1.7,3,"md","usp000j3nm","Northern California","CA","06097"
"2011-06-23T20:37:46.700Z",52.125,-174.132,211.8,3.1,"m","usp000j3md","Andreanof Islands, Aleutian Islands, Alaska","AK","02016"
"2011-06-23T16:34:39.490Z",51.631,-176.747,56,3.5,"ml","usp000j3m7","Andreanof Islands, Aleutian Islands, Alaska","AK","02016"
"2011-06-23T03:14:01.000Z",36.96,-112.09,1.4,3.4,"ml","usp000j3kj","Arizona","AZ","04005"
"2011-06-22T20:00:15.740Z",39.324,-119.987,6.3,3.1,"ml","usp000j3k3","Nevada","NV","32031"
"2011-06-22T19:59:50.940Z",39.318,-119.978,7.1,3.3,"ml","usp000j3k2","Nevada","NV","32031"
"2011-06-21T09:23:18.220Z",59.98,-152.857,96.3,3.5,"m","usp000j3gz","Southern Alaska","AK","02122"
"2011-06-19T01:43:53.150Z",62.293,-150.93,71.2,3.1,"m","usp000j3dm","Central Alaska","AK","02170"
"2011-06-18T20:40:29.400Z",62.081,-148.264,29,4.1,"mwr","usp000j3d3","Central Alaska","AK","02170"
"2011-06-18T00:58:22.640Z",34.511,-119.079,3,3.3,"ml","usp000j3bj","Southern California","CA","06111"
"2011-06-17T17:38:51.000Z",32.998,-116.352,7.8,3.6,"ml","usp000j3b2","Southern California","CA","06073"
"2011-06-17T04:18:41.920Z",60.769,-151.065,56.9,3.6,"ml","usp000j3aa","Kenai Peninsula, Alaska","AK","02122"
"2011-06-16T19:06:05.210Z",60.765,-151.076,58.9,5,"mwr","usp000j398","Kenai Peninsula, Alaska","AK","02122"
"2011-06-16T11:14:31.600Z",63.494,-150.81,14.4,3,"ml","usp000j38v","Central Alaska","AK","02068"
"2011-06-16T06:13:17.030Z",63.533,-147.634,12.6,3.5,"ml","usp000j38g","Central Alaska","AK","02068"
"2011-06-16T01:10:43.520Z",59.667,-153.364,113.3,3.8,"m","usp000j37y","Southern Alaska","AK","02122"
"2011-06-14T19:05:28.090Z",36.669,-121.293,6.1,3.1,"ml","usp000j35w","Central California","CA","06069"
"2011-06-14T11:51:05.980Z",37.376,-121.728,10.3,3,"ml","usp000j357","San Francisco Bay area, California","CA","06085"
"2011-06-14T08:25:40.650Z",33.69,-116.74,18.1,3.6,"ml","usp000j354","Southern California","CA","06065"
"2011-06-14T08:21:46.290Z",19.332,-155.11,8.7,3.9,"md","usp000j353","Hawaii region, Hawaii","HI","15001"
"2011-06-13T23:11:28.410Z",60.191,-147.877,18.7,3.1,"ml","usp000j34s","Southern Alaska","AK","02261"
"2011-06-13T23:02:31.740Z",60.006,-153.026,113.3,3.6,"m","usp000j34q","Southern Alaska","AK","02122"
"2011-06-12T18:23:23.810Z",59.78,-153.227,17.6,3,"ml","usp000j329","Southern Alaska","AK","02122"
"2011-06-12T14:21:43.170Z",59.672,-153.299,111.7,3.6,"mb","usp000j31d","Southern Alaska","AK","02122"
"2011-06-11T21:08:46.390Z",38.358,-122.566,9.5,3.1,"ml","usp000j30a","Northern California","CA","06097"
"2011-06-11T12:31:50.490Z",61.025,-146.284,15.8,3.2,"ml","usp000j2zp","Southern Alaska","AK","02261"
"2011-06-11T06:58:13.730Z",60.044,-140.767,2.6,3.4,"ml","usp000j2za","Southern Yukon Territory, Canada","AK","02282"
"2011-06-10T15:15:22.880Z",61.103,-145.757,23.7,3.1,"ml","usp000j2yg","Southern Alaska","AK","02261"
"2011-06-09T13:18:49.670Z",38.832,-118.705,10.6,3,"ml","usp000j2wv","Nevada","NV","32021"
"2011-06-08T05:40:26.200Z",61.671,-147.645,25,3.5,"ml","usp000j2vb","Southern Alaska","AK","02170"
"2011-06-07T23:28:53.820Z",58.082,-155.67,109,3.1,"m","usp000j2uw","Alaska Peninsula","AK","02164"
"2011-06-07T08:10:36.700Z",38.077,-90.902,20.9,3.9,"mwr","usp000j2u0","Missouri","MO","29221"
"2011-06-07T05:45:19.000Z",58.32,-133.51,1,3.3,"ml","usp000j2ts","Southeastern Alaska","AK","02110"
"2011-06-06T19:37:43.500Z",51.807,-176.847,68.8,3.5,"ml","usp000j2t6","Andreanof Islands, Aleutian Islands, Alaska","AK","02016"
"2011-06-06T07:09:10.620Z",33.915,-118.274,25,3.4,"ml","usp000j2sr","Greater Los Angeles area, California","CA","06037"
"2011-06-06T05:24:49.620Z",40.421,-107.03,5,3.5,"ml","usp000j2sn","Colorado","CO","08107"
"2011-06-05T15:35:21.050Z",41.03,-82.08,5,3,"mblg","usp000j2rt","Ohio","OH","39103"
"2011-06-05T13:53:19.590Z",33.984,-116.562,12.5,3.1,"ml","usp000j2rr","Southern California","CA","06065"
"2011-06-04T10:51:42.650Z",55.982,-161.211,204.7,4.1,"mb","usp000j2pp","Alaska Peninsula","AK","02013"
"2011-06-03T06:05:00.490Z",57.866,-156.494,140.5,3.2,"m","usp000j2mu","Alaska Peninsula","AK","02164"
"2011-06-03T05:45:23.990Z",33.636,-116.732,12.9,3.1,"ml","usp000j2mt","Southern California","CA","06065"
"2011-06-02T23:38:51.000Z",34.219,-116.754,3,3.2,"ml","usp000j2kw","Southern California","CA","06071"
"2011-06-02T00:30:49.360Z",60.119,-153.095,115.9,3,"m","usp000j2jn","Southern Alaska","AK","02122"
"2011-06-01T21:08:24.860Z",61.394,-147.153,12.3,3.7,"ml","usp000j2je","Southern Alaska","AK","02261"
"2011-05-31T08:24:56.610Z",62.619,-149.745,74.3,3.5,"m","usp000j2fz","Central Alaska","AK","02170"
"2011-05-29T21:05:54.390Z",38.425,-118.738,3.3,3.1,"ml","usp000j2e2","Nevada","NV","32021"
"2011-05-28T22:55:24.790Z",38.793,-122.762,3.7,3.7,"mwr","usp000j2ch","Northern California","CA","06097"
"2011-05-28T16:21:15.510Z",38.419,-118.736,5.2,3.3,"ml","usp000j2c1","Nevada","NV","32021"
"2011-05-28T13:44:00.330Z",63.401,-151.318,12.9,3.8,"mwr","usp000j2bu","Central Alaska","AK","02068"
"2011-05-28T10:39:28.290Z",37.257,-121.639,5.6,3.2,"ml","usp000j2bp","Northern California","CA","06085"
"2011-05-27T23:17:24.290Z",34.225,-117.048,1.7,3.8,"ml","usp000j2an","Southern California","CA","06071"
"2011-05-27T19:45:48.470Z",38.437,-118.73,2.8,3.8,"mwr","usp000j2ab","Nevada","NV","32021"
"2011-05-26T10:17:59.650Z",58.502,-156.121,177,3.9,"mb","usp000j27q","Alaska Peninsula","AK","02164"
"2011-05-22T14:49:06.840Z",65.494,-166.616,10,3.5,"ml","usp000j21s","northern Alaska","AK","02180"
"2011-05-22T14:08:24.190Z",61.226,-151.455,67.2,3.2,"ml","usp000j21m","Southern Alaska","AK","02122"
"2011-05-22T02:04:56.910Z",37.98,-122.253,9.8,3.4,"mwr","usp000j206","San Francisco Bay area, California","CA","06013"
"2011-05-21T08:33:21.700Z",65.36,-166.833,19.2,4.8,"mwr","usp000j1xp","northern Alaska","AK","02180"
"2011-05-21T04:45:30.000Z",19.288,-155.772,10.2,3,"md","usp000j1xj","Hawaii region, Hawaii","HI","15001"
"2011-05-20T12:51:51.220Z",59.892,-153.27,136.8,4.8,"mb","usp000j1w6","Southern Alaska","AK","02122"
"2011-05-20T00:20:46.000Z",38.418,-118.741,2,3.6,"ml","usp000j1v6","Nevada","NV","32021"
"2011-05-19T22:45:39.720Z",33.822,-107.648,5,3.2,"ml","usp000j1v0","New Mexico","NM","35053"
"2011-05-19T21:00:12.000Z",37.16,-117.38,14,3.4,"ml","usp000j1uu","Nevada","NV","32009"
"2011-05-19T20:26:35.290Z",59.95,-141.521,8,3,"ml","usp000j1ur","Southeastern Alaska","AK","02282"
"2011-05-19T17:23:50.510Z",38.421,-118.743,4.5,3.3,"ml","usp000j1uh","Nevada","NV","32021"
"2011-05-18T15:55:50.670Z",39.774,-119.908,8.6,3,"ml","usp000j1su","Nevada","NV","32031"
"2011-05-18T00:49:14.960Z",61.542,-146.5,36.3,3.3,"ml","usp000j1ru","Southern Alaska","AK","02261"
"2011-05-17T15:20:06.820Z",39.229,-123.181,9.1,3.7,"mwr","usp000j1r2","Northern California","CA","06045"
"2011-05-17T06:17:37.790Z",47.461,-113.997,22.7,3,"md","usp000j1qg","western Montana","MT","30047"
"2011-05-16T00:57:41.850Z",59.917,-153.276,121.8,3.2,"m","usp000j1nw","Southern Alaska","AK","02122"
"2011-05-15T04:07:55.820Z",35.144,-116.863,2.6,3.4,"ml","usp000j1me","Southern California","CA","06071"
"2011-05-15T04:02:06.440Z",60.656,-150.357,46.2,3,"ml","usp000j1md","Kenai Peninsula, Alaska","AK","02122"
"2011-05-14T00:36:39.800Z",60.218,-153.665,203.8,3,"m","usp000j1jq","Southern Alaska","AK","02164"
"2011-05-13T20:30:43.360Z",60.045,-152.611,101.4,4.5,"mb","usp000j1j9","Southern Alaska","AK","02122"
"2011-05-13T13:47:19.870Z",38.419,-118.719,3,3.1,"ml","usp000j1hn","Nevada","NV","32021"
"2011-05-13T09:56:51.660Z",34.832,-116.378,4,3.2,"ml","usp000j1hf","Southern California","CA","06071"
"2011-05-13T04:38:07.660Z",35.349,-118.564,6.4,3.1,"ml","usp000j1h3","Central California","CA","06029"
"2011-05-13T03:31:33.190Z",32.657,-115.79,13.5,3.6,"ml","usp000j1gz","Southern California","CA","06025"
"2011-05-12T16:23:48.980Z",38.419,-118.717,0,3.9,"mwr","usp000j1g7","Nevada","NV","32021"
"2011-05-12T06:14:19.030Z",38.419,-118.733,4.4,3,"ml","usp000j1fh","Nevada","NV","32021"
"2011-05-11T20:39:16.540Z",59.977,-153.323,135.8,4,"mb","usp000j1f1","Southern Alaska","AK","02122"
"2011-05-11T19:06:15.280Z",37.1,-104.665,5,3.8,"mwr","usp000j1ex","Colorado","CO","08071"
"2011-05-11T08:06:26.240Z",37.39,-118.686,14.3,3.3,"ml","usp000j1dp","Central California","CA","06027"
"2011-05-10T18:21:52.230Z",38.293,-118.182,15.8,3.6,"ml","usp000j1cf","Nevada","NV","32021"
"2011-05-10T09:40:13.100Z",47.459,-114.003,23.4,3.1,"md","usp000j1ah","western Montana","MT","30047"
"2011-05-09T23:28:52.800Z",37.021,-104.783,5,3.7,"mwr","usp000j19e","Colorado","CO","08071"
"2011-05-09T14:36:47.400Z",38.795,-122.776,4.4,3.3,"ml","usp000j18r","Northern California","CA","06097"
"2011-05-09T09:46:24.250Z",38.424,-118.735,2.1,3.6,"mwr","usp000j18g","Nevada","NV","32021"
"2011-05-08T04:32:20.000Z",44.8,-110.99,7.9,3.1,"ml","usp000j16s","Yellowstone National Park, Wyoming","WY","56029"
"2011-05-07T14:45:15.280Z",39.342,-115.647,0,3.3,"ml","usp000j15v","Nevada","NV","32033"
"2011-05-07T13:08:29.000Z",35.25,-92.379,6.1,3.1,"mblg","usp000j15s","Arkansas","AR","05045"
"2011-05-07T00:47:42.880Z",59.98,-153.39,144.3,3.4,"m","usp000j14n","Southern Alaska","AK","02122"
"2011-05-06T09:20:21.710Z",38.823,-122.793,3.8,3.2,"ml","usp000j13j","Northern California","CA","06097"
"2011-05-05T19:13:49.940Z",39.475,-122.937,14.2,3.2,"ml","usp000j125","Northern California","CA","06033"
"2011-05-04T08:10:45.910Z",36.391,-117.869,2,3.6,"ml","usp000j0zb","Central California","CA","06027"
"2011-05-03T21:41:49.790Z",36.395,-117.87,2.2,4.5,"ml","usp000j0z1","Central California","CA","06027"
"2011-05-03T10:42:30.110Z",61.9,-151.134,72.4,3.2,"m","usp000j0yd","Southern Alaska","AK","02170"
"2011-05-03T09:29:31.640Z",62.095,-148.867,29,3,"ml","usp000j0y9","Central Alaska","AK","02170"
"2011-05-03T08:27:32.510Z",34.071,-117.866,12.1,3,"ml","usp000j0y8","Greater Los Angeles area, California","CA","06037"
"2011-05-03T03:02:50.000Z",36.954,-89.121,0,3.1,"mblg","usp000j0xp","Missouri","MO","29133"
"2011-05-02T19:07:14.990Z",33.064,-100.79,5,3.2,"mblg","usp000j0x7","western Texas","TX","48263"
"2011-05-02T10:53:02.960Z",39.462,-122.937,15.9,3.4,"mwr","usp000j0we","Northern California","CA","06033"
"2011-05-02T03:32:23.410Z",62.991,-150.933,114.5,3.1,"m","usp000j0w0","Central Alaska","AK","02170"
"2011-05-02T02:21:18.680Z",62.389,-150.935,79.2,3.1,"m","usp000j0vw","Central Alaska","AK","02170"
"2011-05-01T04:13:55.440Z",46.405,-119.257,2.6,3.3,"md","usp000j0ur","Washington","WA","53021"
"2011-04-30T17:34:41.000Z",38.246,-116.401,0,3.8,"ml","usp000j0u4","Nevada","NV","32023"
"2011-04-30T04:17:16.470Z",33.227,-116.048,9.4,3,"ml","usp000j0sy","Southern California","CA","06025"
"2011-04-30T03:16:55.020Z",57.739,-157.411,171.7,3.6,"m","usp000j0sv","Alaska Peninsula","AK","02164"
"2011-04-29T13:35:21.190Z",59.764,-153.605,131.4,4.3,"mb","usp000j0rz","Southern Alaska","AK","02122"
"2011-04-29T02:03:04.320Z",61.876,-152.211,123.3,3,"m","usp000j0r8","Southern Alaska","AK","02170"
"2011-04-28T00:49:56.600Z",38.418,-118.717,2.4,3.7,"ml","usp000j0ps","Nevada","NV","32021"
"2011-04-27T19:19:20.580Z",38.414,-118.718,2.6,4.3,"ml","usp000j0pe","Nevada","NV","32021"
"2011-04-27T13:23:35.550Z",38.409,-118.726,0.7,3.5,"ml","usp000j0p2","Nevada","NV","32021"
"2011-04-27T07:45:32.530Z",60.849,-149.277,23.8,3.4,"ml","usp000j0nr","Kenai Peninsula, Alaska","AK","02122"
"2011-04-26T17:43:08.290Z",38.813,-122.817,3.5,3.9,"mwr","usp000j0n1","Northern California","CA","06097"
"2011-04-26T16:16:44.070Z",35.968,-117.647,3.6,3.2,"ml","usp000j0mx","Central California","CA","06027"
"2011-04-26T08:02:50.386Z",40.2217,-120.9859,10.7034,3.27,"ml","nn00335095","9km S of Westwood, California","CA","06035"
"2011-04-25T00:03:21.340Z",38.411,-118.725,0.4,3.3,"ml","usp000j0hm","Nevada","NV","32021"
"2011-04-24T06:18:57.000Z",35.225,-92.379,5.5,3.2,"mblg","usp000j0ga","Arkansas","AR","05045"
"2011-04-24T02:30:26.790Z",38.42,-118.717,2,3.5,"ml","usp000j0g3","Nevada","NV","32021"
"2011-04-23T20:49:29.790Z",33.021,-116.318,4.3,3.6,"ml","usp000j0fq","Southern California","CA","06073"
"2011-04-23T19:42:57.500Z",38.832,-122.794,2.7,3.4,"mwr","usp000j0fh","Northern California","CA","06097"
"2011-04-23T12:20:31.000Z",35.267,-92.359,5.2,3,"mblg","usp000j0f2","Arkansas","AR","05045"
"2011-04-22T18:52:18.200Z",39.485,-118.073,4.5,3.3,"ml","usp000j0e3","Nevada","NV","32001"
"2011-04-22T01:32:14.410Z",40.813,-123.955,29.7,3.2,"mwr","usp000j0cz","Northern California","CA","06023"
"2011-04-20T22:29:55.190Z",53.507,-167.038,66.5,3.3,"ml","usp000j0b5","Fox Islands, Aleutian Islands, Alaska","AK","02016"
"2011-04-20T13:36:55.770Z",60.8,-147.124,9.8,3.7,"mwr","usp000j0af","Southern Alaska","AK","02261"
"2011-04-19T10:52:50.430Z",38.413,-118.742,2.3,3.1,"ml","usp000j08d","Nevada","NV","32021"
"2011-04-19T10:33:09.310Z",35.253,-92.363,3.4,3.3,"mblg","usp000j08c","Arkansas","AR","05045"
"2011-04-18T21:57:19.090Z",37.601,-122.45,12.5,3.4,"mwr","usp000j07d","San Francisco Bay area, California","CA","06081"
"2011-04-18T06:39:57.930Z",55.346,-162.296,151.9,3.1,"m","usp000j066","Alaska Peninsula","AK","02013"
"2011-04-18T05:42:27.410Z",38.412,-118.745,0,3,"ml","usp000j064","Nevada","NV","32021"
"2011-04-18T04:43:02.040Z",38.418,-118.755,2.7,3.3,"ml","usp000j063","Nevada","NV","32021"
"2011-04-17T01:19:26.220Z",38.401,-118.741,11.8,3.7,"ml","usp000j03k","Nevada","NV","32021"
"2011-04-17T01:05:03.910Z",38.392,-118.722,16.6,3.3,"ml","usp000j03j","Nevada","NV","32021"
"2011-04-17T00:57:50.040Z",38.362,-118.739,14.6,3.5,"ml","usp000j03g","Nevada","NV","32021"
"2011-04-17T00:55:46.270Z",38.369,-118.727,13.2,4.1,"ml","usp000j03f","Nevada","NV","32021"
"2011-04-17T00:45:37.000Z",38.394,-118.734,15.4,4.8,"mwc","usp000j03e","Nevada","NV","32021"
"2011-04-16T20:44:42.000Z",35.349,-92.667,2.8,3,"mblg","usp000j035","Arkansas","AR","05029"
"2011-04-16T09:46:32.030Z",38.282,-118.192,13.1,3.6,"mwr","usp000j02n","Nevada","NV","32021"
"2011-04-16T06:01:41.760Z",62.309,-149.988,10.6,3.1,"ml","usp000j028","Central Alaska","AK","02170"
"2011-04-16T01:32:42.070Z",61.36,-146.738,27,3.6,"ml","usp000j01y","Southern Alaska","AK","02261"
"2011-04-15T23:03:36.650Z",61.578,-152.188,125,4.4,"mb","usp000j01n","Southern Alaska","AK","02170"
"2011-04-15T18:21:31.900Z",38.391,-118.753,10,3.5,"mwr","usp000j011","Nevada","NV","32021"
"2011-04-15T17:24:25.000Z",38.395,-118.742,15.9,3.8,"mwr","usp000j00y","Nevada","NV","32021"
"2011-04-15T17:06:38.230Z",38.4,-118.734,15.6,3.9,"ml","usp000j00w","Nevada","NV","32021"
"2011-04-15T13:33:55.880Z",38.395,-118.734,12.8,3.8,"mwr","usp000j00p","Nevada","NV","32021"
"2011-04-15T13:17:57.710Z",38.399,-118.732,15.3,3.2,"ml","usp000j00n","Nevada","NV","32021"
"2011-04-15T11:48:56.400Z",33.462,-116.451,5.8,3,"ml","usp000j00d","Southern California","CA","06065"
"2011-04-15T11:47:26.050Z",33.462,-116.445,5,3.2,"ml","usp000j00c","Southern California","CA","06065"
"2011-04-15T07:41:23.190Z",38.403,-118.729,15.5,3.4,"ml","usp000hzzx","Nevada","NV","32021"
"2011-04-15T00:38:49.970Z",68.016,-153.841,29.3,3.1,"ml","usp000hzz6","northern Alaska","AK","02185"
"2011-04-14T15:21:40.290Z",19.229,-155.415,37,3.1,"md","usp000hzy9","Hawaii region, Hawaii","HI","15001"
"2011-04-14T12:05:56.000Z",38.379,-118.749,13,3.1,"ml","usp000hzy3","Nevada","NV","32021"
